id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
37329129.0,8000.0,7087.200442960166,1000.0,7087.200442960166,686165.2,265.68,7087.200442960166,2911.82,7087.200442960166,1.1287955045700073,1.0,0.0,36.0,10.0,0.0,2.0
37600541.0,8000.0,7235.3226647623715,8000.0,7235.3226647623715,686165.2,251.4,7235.3226647623715,3009.52,7235.3226647623715,1.1056866943836212,0.0,1.0,36.0,5.0,1.0,2.0
37601431.0,15000.0,13288.50083055031,15000.0,13288.50083055031,0.1366,346.39,13288.50083055031,4133.91,13288.50083055031,1.1287955045700073,1.0,1.0,60.0,13.0,1.0,2.0
37612109.0,35000.0,31006.501937950725,11850.0,31006.501937950725,0.1714,423.32,31006.501937950725,5057.27,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,19.0,1.0,2.0
37612196.0,15000.0,13288.50083055031,15000.0,13288.50083055031,686165.2,314.96,13288.50083055031,3809.57,13288.50083055031,1.1287955045700073,1.0,1.0,60.0,7.0,1.0,3.0
37620643.0,24000.0,21261.601328880497,1000.0,21261.601328880497,686165.2,735.47,21261.601328880497,8808.33,21261.601328880497,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,28348.801771840663,32000.0,28348.801771840663,686165.2,1165.57,28348.801771840663,13920.92,28348.801771840663,1.1287955045700073,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,4163.730260239097,4700.0,4163.730260239097,686165.2,150.54,4163.730260239097,68616520.0,4163.730260239097,1.1287955045700073,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,9922.080620144232,11200.0,9922.080620144232,0.1999,296.67,9922.080620144232,1174.24,9922.080620144232,1.1287955045700073,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,35000.0,31006.501937950725,28000.0,31006.501937950725,686165.2,870.85,31006.501937950725,10426.9,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,31006.501937950725,35000.0,31006.501937950725,686165.2,1088.56,31006.501937950725,13048.16,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,4562.385285155607,5150.0,4562.385285155607,0.1649,182.31,4562.385285155607,2202.11,4562.385285155607,1.1287955045700073,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,22147.501384250518,25000.0,22147.501384250518,0.1559,68616520.0,22147.501384250518,10443.25,22147.501384250518,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,31006.501937950725,35000.0,31006.501937950725,686165.2,1088.56,31006.501937950725,13033.59,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,6644.250415275155,7500.0,6644.250415275155,686165.2,252.67,6644.250415275155,3018.51,6644.250415275155,1.1287955045700073,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,13288.50083055031,15000.0,13288.50083055031,686165.2,456.54,13288.50083055031,5468.43,13288.50083055031,1.1287955045700073,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,31006.501937950725,35000.0,31006.501937950725,686165.2,1099.85,31006.501937950725,13183.54,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,13288.50083055031,15000.0,13288.50083055031,686165.2,308.98,13288.50083055031,3693.31,13288.50083055031,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,22147.501384250518,1000.0,22147.501384250518,686165.2,514.97,22147.501384250518,6155.56,22147.501384250518,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,20907.24130673249,1000.0,20907.24130673249,686165.2,507.14,20907.24130673249,6058.17,20907.24130673249,1.1287955045700073,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,7087.200442960166,8000.0,7087.200442960166,686165.2,245.16,7087.200442960166,8164.08,7087.200442960166,1.1287955045700073,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,8859.000553700207,10000.0,8859.000553700207,686165.2,219.63,8859.000553700207,2622.85,8859.000553700207,1.1287955045700073,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,23786.41648668506,26850.0,23786.41648668506,0.2583,801.21,23786.41648668506,32358.25,23786.41648668506,1.1287955045700073,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,8504.640531552199,9600.0,8504.640531552199,686165.2,68616520.0,8504.640531552199,3874.11,8504.640531552199,1.1287955045700073,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,10630.800664440249,12000.0,10630.800664440249,686165.2,289.21,10630.800664440249,13336.65,10630.800664440249,1.1287955045700073,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,28941.290659049486,32000.0,28941.290659049486,0.1431,749.74,28941.290659049486,9801.44,28941.290659049486,1.1056866943836212,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,28348.801771840663,32000.0,28348.801771840663,686165.2,995.26,28348.801771840663,11909.83,28348.801771840663,1.1287955045700073,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,21261.601328880497,24000.0,21261.601328880497,686165.2,735.47,21261.601328880497,8808.33,21261.601328880497,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,22147.501384250518,25000.0,22147.501384250518,686165.2,830.24,22147.501384250518,9929.57,22147.501384250518,1.1287955045700073,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,15946.200996660373,18000.0,15946.200996660373,686165.2,370.78,15946.200996660373,4432.02,15946.200996660373,1.1287955045700073,1.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,31006.501937950725,35000.0,31006.501937950725,0.15990000000000001,1230.33,31006.501937950725,13041.12,31006.501937950725,1.1287955045700073,1.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,10232.14563952374,11550.0,10232.14563952374,0.1999,305.95,10232.14563952374,3645.75,10232.14563952374,1.1287955045700073,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,22147.501384250518,25000.0,22147.501384250518,686165.2,812.45,22147.501384250518,8922.38,22147.501384250518,1.1287955045700073,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,24805.20155036058,28000.0,24805.20155036058,0.1431,961.2,24805.20155036058,11489.88,24805.20155036058,1.1287955045700073,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,17718.001107400414,20000.0,17718.001107400414,686165.2,448.85,17718.001107400414,5372.43,17718.001107400414,1.1287955045700073,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,7087.200442960166,8000.0,7087.200442960166,686165.2,267.21,7087.200442960166,1592.25,7087.200442960166,1.1287955045700073,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,13288.50083055031,15000.0,13288.50083055031,0.1924,391.1,13288.50083055031,4661.13,13288.50083055031,1.1287955045700073,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,18869.671179381443,21300.0,18869.671179381443,686165.2,523.54,18869.671179381443,6243.45,18869.671179381443,1.1287955045700073,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,5315.400332220124,1000.0,5315.400332220124,686165.2,185.24,5315.400332220124,2218.22,5315.400332220124,1.1287955045700073,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,8859.000553700207,10000.0,8859.000553700207,0.21989999999999998,276.14,8859.000553700207,68616520.0,8859.000553700207,1.1287955045700073,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,31006.501937950725,35000.0,31006.501937950725,0.1649,1238.98,31006.501937950725,6130.77,31006.501937950725,1.1287955045700073,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,15946.200996660373,18000.0,15946.200996660373,0.1431,68616520.0,15946.200996660373,5087.88,15946.200996660373,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,10630.800664440249,12000.0,10630.800664440249,0.1499,415.93,10630.800664440249,4971.17,10630.800664440249,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,4341.193598857423,4800.0,4341.193598857423,0.1366,163.27,4341.193598857423,1951.95,4341.193598857423,1.1056866943836212,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,8859.000553700207,10000.0,8859.000553700207,686165.2,332.1,8859.000553700207,4009.7,8859.000553700207,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,10630.800664440249,12000.0,10630.800664440249,0.1431,68616520.0,10630.800664440249,7548.35,10630.800664440249,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,7441.560465108174,8400.0,7441.560465108174,686165.2,288.36,7441.560465108174,3446.96,7441.560465108174,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,21384.719560992413,24000.0,21384.719560992413,686165.2,509.82,21384.719560992413,3555.42,21384.719560992413,1.122296690940857,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,9922.080620144232,11200.0,9922.080620144232,686165.2,240.68,9922.080620144232,2875.11,9922.080620144232,1.1287955045700073,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,5315.400332220124,6000.0,5315.400332220124,0.1559,209.73,5315.400332220124,6281.35,5315.400332220124,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,7087.200442960166,1000.0,7087.200442960166,0.1499,277.29,7087.200442960166,3314.16,7087.200442960166,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,35000.0,31006.501937950725,3875.0,31006.501937950725,0.1499,134.31,31006.501937950725,3687.54,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,5315.400332220124,6000.0,5315.400332220124,0.1499,207.97,5315.400332220124,197.98,5315.400332220124,1.1287955045700073,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,1063.0800664440249,1200.0,1063.0800664440249,0.1366,40.82,1063.0800664440249,488.02,1063.0800664440249,1.1287955045700073,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,4208.025263007598,4750.0,4208.025263007598,0.1714,169.69,4208.025263007598,2027.23,4208.025263007598,1.1287955045700073,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,9044.153330952964,10000.0,9044.153330952964,0.1559,349.55,9044.153330952964,10961.22,9044.153330952964,1.1056866943836212,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,23742.121483916555,26800.0,23742.121483916555,0.1431,627.91,23742.121483916555,68616520.0,23742.121483916555,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,22147.501384250518,25000.0,22147.501384250518,686165.2,760.89,22147.501384250518,68616520.0,22147.501384250518,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,12823.40330148105,14475.0,12823.40330148105,0.2299,68616520.0,12823.40330148105,4858.78,12823.40330148105,1.1287955045700073,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,10630.800664440249,1000.0,10630.800664440249,0.18539999999999998,308.26,10630.800664440249,3686.76,10630.800664440249,1.1287955045700073,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,10365.030647829242,11700.0,10365.030647829242,0.21989999999999998,446.77,10365.030647829242,5346.95,10365.030647829242,1.1287955045700073,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,10032.818127065486,11325.0,10032.818127065486,0.17859999999999998,68616520.0,10032.818127065486,3418.17,10032.818127065486,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,5536.875346062629,6250.0,5536.875346062629,686165.2,203.12,5536.875346062629,68616520.0,5536.875346062629,1.1287955045700073,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,24805.20155036058,28000.0,24805.20155036058,0.25989999999999996,838.17,24805.20155036058,9977.18,24805.20155036058,1.1287955045700073,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,17718.001107400414,20000.0,17718.001107400414,0.1366,461.85,17718.001107400414,5511.84,17718.001107400414,1.1287955045700073,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,31006.501937950725,35000.0,31006.501937950725,0.2557,1039.03,31006.501937950725,35522.06,31006.501937950725,1.1287955045700073,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,8770.410548163205,9900.0,8770.410548163205,686165.2,313.3,8770.410548163205,3750.06,8770.410548163205,1.1287955045700073,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,21261.601328880497,24000.0,21261.601328880497,0.1431,562.31,21261.601328880497,6709.56,21261.601328880497,1.1287955045700073,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,17718.001107400414,20000.0,17718.001107400414,0.17859999999999998,721.65,17718.001107400414,7918.31,17718.001107400414,1.1287955045700073,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,4208.025263007598,4750.0,4208.025263007598,0.15990000000000001,166.98,4208.025263007598,4974.84,4208.025263007598,1.1287955045700073,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,13288.50083055031,15000.0,13288.50083055031,686165.2,505.34,13288.50083055031,1999.71,13288.50083055031,1.1287955045700073,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,18271.688642006677,20625.0,18271.688642006677,686165.2,688.9,18271.688642006677,8238.41,18271.688642006677,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,28348.801771840663,32000.0,28348.801771840663,0.17859999999999998,810.16,28348.801771840663,9658.42,28348.801771840663,1.1287955045700073,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,35000.0,31006.501937950725,20000.0,31006.501937950725,0.1366,680.26,31006.501937950725,8132.76,31006.501937950725,1.1287955045700073,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,9567.720597996224,10800.0,9567.720597996224,0.20989999999999998,292.12,9567.720597996224,3480.25,9567.720597996224,1.1287955045700073,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,17718.001107400414,20000.0,17718.001107400414,686165.2,444.79,17718.001107400414,5324.16,17718.001107400414,1.1287955045700073,1.0,1.0,60.0,10.0,1.0,3.0
38221902.0,5000.0,4429.500276850104,5000.0,4429.500276850104,686165.2,153.23,4429.500276850104,1835.15,4429.500276850104,1.1287955045700073,1.0,1.0,36.0,2.0,1.0,2.0
38232469.0,6225.0,5514.727844678379,6225.0,5514.727844678379,0.1366,211.73,5514.727844678379,2545.7,5514.727844678379,1.1287955045700073,1.0,1.0,36.0,13.0,1.0,2.0
38242030.0,4000.0,3543.600221480083,4000.0,3543.600221480083,0.1431,137.32,3543.600221480083,1641.48,3543.600221480083,1.1287955045700073,1.0,1.0,36.0,14.0,0.0,2.0
38242401.0,19500.0,17275.051079715406,19500.0,17275.051079715406,686165.2,624.56,17275.051079715406,7474.16,17275.051079715406,1.1287955045700073,1.0,1.0,36.0,7.0,1.0,4.0
38261283.0,7000.0,6201.300387590145,7000.0,6201.300387590145,686165.2,217.72,6201.300387590145,2389.09,6201.300387590145,1.1287955045700073,1.0,1.0,36.0,4.0,0.0,2.0
38261765.0,18000.0,15946.200996660373,18000.0,15946.200996660373,686165.2,555.71,15946.200996660373,6654.54,15946.200996660373,1.1287955045700073,1.0,1.0,36.0,3.0,0.0,1.0
38272059.0,5000.0,4429.500276850104,5000.0,4429.500276850104,0.1431,171.65,4429.500276850104,2051.85,4429.500276850104,1.1287955045700073,1.0,1.0,36.0,14.0,1.0,0.0
38272154.0,14000.0,12402.60077518029,14000.0,12402.60077518029,686165.2,443.05,12402.60077518029,5303.11,12402.60077518029,1.1287955045700073,1.0,1.0,36.0,6.0,1.0,3.0
38281530.0,10000.0,8859.000553700207,10000.0,8859.000553700207,0.1499,346.61,8859.000553700207,4142.66,8859.000553700207,1.1287955045700073,1.0,1.0,36.0,15.0,1.0,2.0
38282489.0,6000.0,5315.400332220124,6000.0,5315.400332220124,686165.2,188.55,5315.400332220124,2257.14,5315.400332220124,1.1287955045700073,1.0,1.0,36.0,5.0,0.0,1.0
38291244.0,20000.0,17718.001107400414,20000.0,17718.001107400414,686165.2,668.02,17718.001107400414,14088.74,17718.001107400414,1.1287955045700073,1.0,1.0,36.0,11.0,1.0,2.0
38301173.0,24000.0,21261.601328880497,1000.0,21261.601328880497,0.1649,589.91,21261.601328880497,7034.95,21261.601328880497,1.1287955045700073,1.0,1.0,60.0,18.0,1.0,4.0
38311414.0,15000.0,13288.50083055031,15000.0,13288.50083055031,0.1366,346.39,13288.50083055031,4145.3,13288.50083055031,1.1287955045700073,1.0,1.0,60.0,13.0,0.0,2.0
38311693.0,2500.0,2214.750138425052,2500.0,2214.750138425052,686165.2,80.08,2214.750138425052,718.08,2214.750138425052,1.1287955045700073,1.0,0.0,36.0,7.0,1.0,1.0
38312082.0,10000.0,8859.000553700207,10000.0,8859.000553700207,686165.2,332.1,8859.000553700207,68616520.0,8859.000553700207,1.1287955045700073,1.0,1.0,36.0,10.0,1.0,3.0
38312255.0,12675.0,11228.783201815013,12675.0,11228.783201815013,686165.2,278.38,11228.783201815013,3324.45,11228.783201815013,1.1287955045700073,1.0,1.0,60.0,9.0,1.0,3.0
38321857.0,13000.0,11516.70071981027,13000.0,11516.70071981027,686165.2,68616520.0,11516.70071981027,5123.32,11516.70071981027,1.1287955045700073,1.0,1.0,36.0,9.0,1.0,4.0
38341427.0,25000.0,22147.501384250518,25000.0,22147.501384250518,686165.2,760.89,22147.501384250518,21153.04,22147.501384250518,1.1287955045700073,1.0,1.0,36.0,1.0,1.0,2.0
38342108.0,20000.0,17718.001107400414,20000.0,17718.001107400414,0.1999,529.77,17718.001107400414,20133.27,17718.001107400414,1.1287955045700073,1.0,1.0,60.0,23.0,1.0,2.0
38342391.0,9500.0,8416.050526015197,9500.0,8416.050526015197,686165.2,300.65,8416.050526015197,3598.65,8416.050526015197,1.1287955045700073,1.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,31006.501937950725,1000.0,31006.501937950725,0.21989999999999998,966.47,31006.501937950725,12478.59,31006.501937950725,1.1287955045700073,1.0,1.0,60.0,25.0,1.0,4.0
38362671.0,14525.0,12867.698304249552,14525.0,12867.698304249552,686165.2,68616520.0,12867.698304249552,3857.01,12867.698304249552,1.1287955045700073,1.0,1.0,60.0,10.0,0.0,4.0
38382064.0,35000.0,31006.501937950725,12000.0,31006.501937950725,0.1714,299.14,31006.501937950725,3566.83,31006.501937950725,1.1287955045700073,1.0,1.0,60.0,19.0,0.0,1.0
38413636.0,12000.0,10630.800664440249,12000.0,10630.800664440249,686165.2,377.09,10630.800664440249,4514.16,10630.800664440249,1.1287955045700073,1.0,1.0,36.0,5.0,0.0,3.0
38413974.0,9000.0,7973.100498330186,9000.0,7973.100498330186,0.1559,314.6,7973.100498330186,3490.96,7973.100498330186,1.1287955045700073,1.0,1.0,36.0,16.0,1.0,1.0
